iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality,,death rate,recover rate,infection rate
GBR,Europe,United Kingdom,4/19/2020,2045758.788,32693.86924,30371.64157,75943.75907,296.2210996,328.0148411,30135.20714,481.5995376,447.3918295,1118.695408,4.363460488,4.831821587,0.956148743,798.3374712,11.75996133,13693.53096,201.7135711,,,8733.542409,128.6501504,437836.328,50005501.1,736.6099247,6.449561705,419942.7814,6.186012509,0.037134158,34.85621162,tests performed,,GBR,Europe,United Kingdom,4/19/2020,5954127.274,6187935.841,6421744.409,6655552.976,6889361.543,7123170.111,7356978.678,7590787.246,7791265.244,8024079.185,8256893.127,8489707.068,8448496.17,8297051.293,8512738.583,8728425.873,8944113.164,9131333.129,9346343.307,9516948.619,9730775.35,,0.037122538,0.833083267,6.07416E-09
GBR,Europe,United Kingdom,4/20/2020,2051591.164,32788.79723,30461.65819,76127.79562,296.3961912,328.4212551,30221.1214,482.9978814,448.7178263,1121.406372,4.366039529,4.83780825,0.954972814,797.2696112,11.74423106,13717.82626,202.0714547,,,8743.06548,128.7904309,439319.0662,50198895.21,739.4587318,6.471403075,421402.744,6.207518991,0.037033256,34.61942426,tests performed,,GBR,Europe,United Kingdom,4/20/2020,5971065.347,6205539.155,6440012.964,6674486.772,6908960.58,7143434.389,7377908.197,7612382.005,7813938.515,8047430.055,8280921.596,8514413.136,8476511.983,8328345.899,8544846.76,8761347.621,8977848.482,9166228.615,9382060.468,9552309.455,9766929.872,,0.037106709,0.833304773,6.0918E-09
GBR,Europe,United Kingdom,4/21/2020,2057423.54,32883.72521,30551.6748,76311.83216,296.5712828,328.8276691,30307.03567,484.3962252,450.043823,1124.117337,4.368618569,4.843794914,0.953796884,796.2017512,11.72850079,13742.12156,202.4293382,,,8752.588552,128.9307114,440801.8043,50392289.33,742.307539,6.493244446,422862.7066,6.229025472,0.036932353,34.38263691,tests performed,,GBR,Europe,United Kingdom,4/21/2020,5988003.42,6223142.469,6458281.519,6693420.568,6928559.617,7163698.666,7398837.715,7633976.764,7836611.786,8070780.925,8304950.065,8539119.204,8504527.796,8359640.506,8576954.938,8794269.369,9011583.801,9201124.102,9417777.629,9587670.291,9803084.393,,0.037090969,0.833525023,6.10944E-09
GBR,Europe,United Kingdom,4/22/2020,2063255.917,32978.65319,30641.69141,76495.86871,296.7463745,329.234083,30392.94994,485.7945689,451.3698197,1126.828301,4.371197609,4.849781577,0.952620955,795.1338912,11.71277052,13766.41687,202.7872218,,,8762.111623,129.0709919,442284.5425,50585683.45,745.1563461,6.515085817,424322.6691,6.250531954,0.036831451,34.14584955,tests performed,,GBR,Europe,United Kingdom,4/22/2020,6004941.494,6240745.784,6476550.074,6712354.364,6948158.654,7183962.944,7419767.234,7655571.523,7859285.057,8094131.795,8328978.534,8563825.273,8532543.608,8390935.113,8609063.115,8827191.117,9045319.119,9236019.588,9453494.79,9623031.127,9839238.915,,0.037075318,0.833744028,6.12707E-09
GBR,Europe,United Kingdom,4/23/2020,2069088.293,33073.58118,30731.70803,76679.90526,296.9214661,329.640497,30478.8642,487.1929127,452.6958164,1129.539266,4.37377665,4.855768241,0.951445026,794.0660313,11.69704025,13790.71217,203.1451053,,,8771.634694,129.2112724,443767.2806,50779077.57,748.0051533,6.536927187,425782.6317,6.272038435,0.036730549,33.90906219,tests performed,,GBR,Europe,United Kingdom,4/23/2020,6021879.567,6258349.098,6494818.629,6731288.159,6967757.69,7204227.221,7440696.752,7677166.283,7881958.327,8117482.665,8353007.003,8588531.341,8560559.421,8422229.72,8641171.293,8860112.865,9079054.438,9270915.074,9489211.951,9658391.963,9875393.436,,0.037059755,0.833961798,6.14471E-09
GBR,Europe,United Kingdom,4/24/2020,2074920.669,33168.50916,30821.72464,76863.94181,297.0965577,330.046911,30564.77847,488.5912565,454.0218131,1132.250231,4.37635569,4.861754904,0.950269096,792.9981713,11.68130998,13815.00747,203.5029889,,,8781.157765,129.3515529,445250.0188,50972471.68,750.8539604,6.558768558,427242.5942,6.293544916,0.036629646,33.67227483,tests performed,,GBR,Europe,United Kingdom,4/24/2020,6038817.64,6275952.412,6513087.184,6750221.955,6987356.727,7224491.499,7461626.27,7698761.042,7904631.598,8140833.535,8377035.472,8613237.409,8588575.233,8453524.327,8673279.47,8893034.613,9112789.756,9305810.56,9524929.112,9693752.799,9911547.958,,0.03704428,0.834178344,6.16235E-09
GBR,Europe,United Kingdom,4/25/2020,2080753.045,33263.43715,30911.74126,77047.97835,297.2716493,330.4533249,30650.69273,489.9896003,455.3478098,1134.961195,4.37893473,4.867741568,0.949093167,791.9303113,11.66557971,13839.30277,203.8608724,,,8790.680836,129.4918334,446732.7569,51165865.8,753.7027676,6.580609929,428702.5568,6.315051398,0.036528744,33.43548747,tests performed,,GBR,Europe,United Kingdom,4/25/2020,6055755.714,6293555.726,6531355.739,6769155.751,7006955.764,7244755.776,7482555.789,7720355.801,7927304.869,8164184.405,8401063.941,8637943.478,8616591.046,8484818.934,8705387.647,8925956.361,9146525.075,9340706.047,9560646.273,9729113.636,9947702.48,,0.037028891,0.834393676,6.17998E-09
GBR,Europe,United Kingdom,4/26/2020,2086585.421,33358.36513,31001.75787,77232.0149,297.4467409,330.8597389,30736.607,491.387944,456.6738065,1137.67216,4.381513771,4.873728231,0.947917237,790.8624513,11.64984944,13863.59807,204.218756,,,8800.203907,129.632114,448215.4951,51359259.92,756.5515748,6.6024513,430162.5194,6.336557879,0.036427842,33.19870012,tests performed,,GBR,Europe,United Kingdom,4/26/2020,6072693.787,6311159.041,6549624.294,6788089.547,7026554.8,7265020.054,7503485.307,7741950.56,7949978.14,8187535.275,8425092.411,8662649.546,8644606.858,8516113.541,8737495.825,8958878.109,9180260.394,9375601.533,9596363.434,9764474.472,9983857.001,,0.037013589,0.834607804,6.19762E-09
GBR,Europe,United Kingdom,4/27/2020,2092417.798,33453.29311,31091.77449,77416.05145,297.6218325,331.2661529,30822.52127,492.7862878,457.9998033,1140.383124,4.384092811,4.879714895,0.946741308,789.7945913,11.63411917,13887.89337,204.5766395,,,8809.726979,129.7723945,449698.2332,51552654.04,759.4003819,6.62429267,431622.4819,6.358064361,0.036326939,32.96191276,tests performed,,GBR,Europe,United Kingdom,4/27/2020,6089631.861,6328762.355,6567892.849,6807023.343,7046153.837,7285284.331,7524414.825,7763545.319,7972651.411,8210886.145,8449120.88,8687355.614,8672622.671,8547408.147,8769604.002,8991799.857,9213995.712,9410497.019,9632080.595,9799835.308,10020011.52,,0.036998372,0.834820739,6.21526E-09
GBR,Europe,United Kingdom,4/28/2020,2098250.174,33548.2211,31181.7911,77600.088,297.7969241,331.6725668,30908.43553,494.1846316,459.3258,1143.094089,4.386671852,4.885701558,0.945565379,788.7267313,11.6183889,13912.18867,204.9345231,,,8819.25005,129.912675,451180.9714,51746048.15,762.2491891,6.646134041,433082.4445,6.379570842,0.036226037,32.7251254,tests performed,,GBR,Europe,United Kingdom,4/28/2020,6106569.934,6346365.669,6586161.404,6825957.139,7065752.874,7305548.609,7545344.344,7785140.078,7995324.681,8234237.015,8473149.349,8712061.683,8700638.483,8578702.754,8801712.18,9024721.605,9247731.031,9445392.506,9667797.756,9835196.144,10056166.04,,0.036983239,0.83503249,6.23289E-09
GBR,Europe,United Kingdom,4/29/2020,2104082.55,33643.14908,31271.80771,77784.12455,297.9720158,332.0789808,30994.3498,495.5829753,460.6517967,1145.805054,4.389250892,4.891688222,0.944389449,787.6588714,11.60265863,13936.48397,205.2924066,,,8828.773121,130.0529555,452663.7095,51939442.27,765.0979962,6.667975412,434542.4071,6.401077323,0.036125135,32.48833804,tests performed,,GBR,Europe,United Kingdom,4/29/2020,6123508.007,6363968.983,6604429.959,6844890.935,7085351.91,7325812.886,7566273.862,7806734.838,8017997.952,8257587.885,8497177.818,8736767.751,8728654.296,8609997.361,8833820.357,9057643.353,9281466.349,9480287.992,9703514.917,9870556.98,10092320.57,,0.036968191,0.835243066,6.25053E-09
GBR,Europe,United Kingdom,4/30/2020,2109914.926,33738.07706,31361.82433,77968.16109,298.1471074,332.4853948,31080.26407,496.9813191,461.9777934,1148.516018,4.391829932,4.897674885,0.94321352,786.5910114,11.58692836,13960.77927,205.6502901,,,8838.296192,130.193236,454146.4477,52132836.39,767.9468034,6.689816782,436002.3696,6.422583805,0.036024232,32.25155068,tests performed,,GBR,Europe,United Kingdom,4/30/2020,6140446.081,6381572.297,6622698.514,6863824.731,7104950.947,7346077.164,7587203.38,7828329.597,8040671.223,8280938.755,8521206.287,8761473.819,8756670.108,8641291.968,8865928.535,9090565.101,9315201.668,9515183.478,9739232.078,9905917.816,10128475.09,,0.036953225,0.835452479,6.26817E-09
GBR,Europe,United Kingdom,5/1/2020,2115747.303,33833.00505,31451.84094,78152.19764,298.322199,332.8918087,31166.17833,498.3796629,463.3037901,1151.226983,4.394408973,4.903661549,0.94203759,785.5231514,11.57119809,13985.07457,206.0081737,,,8847.819263,130.3335165,455629.1858,52326230.51,770.7956106,6.711658153,437462.3322,6.444090286,0.03592333,32.01476332,tests performed,,GBR,Europe,United Kingdom,5/1/2020,6157384.154,6399175.612,6640967.069,6882758.526,7124549.984,7366341.441,7608132.899,7849924.356,8063344.494,8304289.625,8545234.756,8786179.888,8784685.921,8672586.575,8898036.712,9123486.849,9348936.986,9550078.965,9774949.239,9941278.652,10164629.61,,0.036938342,0.835660737,6.2858E-09
GBR,Europe,United Kingdom,5/2/2020,2121579.679,33927.93303,31541.85756,78336.23419,298.4972906,333.2982227,31252.0926,499.7780067,464.6297868,1153.937947,4.396988013,4.909648212,0.940861661,784.4552914,11.55546782,14009.36987,206.3660572,,,8857.342334,130.473797,457111.924,52519624.62,773.6444177,6.733499524,438922.2947,6.465596768,0.035822427,31.77797597,tests performed,,GBR,Europe,United Kingdom,5/2/2020,6174322.228,6416778.926,6659235.624,6901692.322,7144149.021,7386605.719,7629062.417,7871519.115,8086017.765,8327640.495,8569263.225,8810885.956,8812701.733,8703881.182,8930144.889,9156408.597,9382672.305,9584974.451,9810666.4,9976639.488,10200784.13,,0.036923541,0.83586785,6.30344E-09
GBR,Europe,United Kingdom,5/3/2020,2127412.055,34022.86101,31631.87417,78520.27074,298.6723822,333.7046366,31338.00686,501.1763504,465.9557836,1156.648912,4.399567053,4.915634876,0.939685732,783.3874314,11.53973755,14033.66518,206.7239408,,,8866.865406,130.6140776,458594.6621,52713018.74,776.4932249,6.755340894,440382.2573,6.487103249,0.035721525,31.54118861,tests performed,,GBR,Europe,United Kingdom,5/3/2020,6191260.301,6434382.24,6677504.179,6920626.118,7163748.057,7406869.996,7649991.935,7893113.874,8108691.035,8350991.365,8593291.695,8835592.024,8840717.546,8735175.789,8962253.067,9189330.345,9416407.623,9619869.937,9846383.561,10012000.32,10236938.65,,0.036908821,0.836073828,6.32108E-09
GBR,Europe,United Kingdom,5/4/2020,2133244.431,34117.789,31721.89078,78704.30729,298.8474738,334.1110506,31423.92113,502.5746942,467.2817803,1159.359877,4.402146094,4.92162154,0.938509802,782.3195714,11.52400728,14057.96048,207.0818243,,,8876.388477,130.7543581,460077.4003,52906412.86,779.342032,6.777182265,441842.2199,6.50860973,0.035620623,31.30440125,tests performed,,GBR,Europe,United Kingdom,5/4/2020,6208198.374,6451985.554,6695772.734,6939559.914,7183347.094,7427134.274,7670921.454,7914708.634,8131364.306,8374342.235,8617320.164,8860298.092,8868733.359,8766470.395,8994361.244,9222252.093,9450142.942,9654765.423,9882100.722,10047361.16,10273093.17,,0.036894182,0.836278679,6.33871E-09
GBR,Europe,United Kingdom,5/5/2020,2139076.807,34212.71698,31811.9074,78888.34383,299.0225654,334.5174646,31509.8354,503.973038,468.607777,1162.070841,4.404725134,4.927608203,0.937333873,781.2517115,11.50827701,14082.25578,207.4397079,,,8885.911548,130.8946386,461560.1384,53099806.98,782.1908392,6.799023636,443302.1824,6.530116212,0.03551972,31.06761389,tests performed,,GBR,Europe,United Kingdom,5/5/2020,6225136.448,6469588.869,6714041.289,6958493.71,7202946.131,7447398.551,7691850.972,7936303.393,8154037.577,8397693.105,8641348.633,8885004.161,8896749.171,8797765.002,9026469.422,9255173.841,9483878.261,9689660.91,9917817.883,10082722,10309247.69,,0.036879622,0.836482413,6.35635E-09
GBR,Europe,United Kingdom,5/6/2020,2144909.184,34307.64496,31901.92401,79072.38038,299.1976571,334.9238785,31595.74966,505.3713817,469.9337737,1164.781806,4.407304174,4.933594867,0.936157943,780.1838515,11.49254674,14106.55108,207.7975914,,,8895.434619,131.0349191,463042.8766,53293201.09,785.0396464,6.820865007,444762.145,6.551622693,0.035418818,30.83082653,tests performed,,GBR,Europe,United Kingdom,5/6/2020,6242074.521,6487192.183,6732309.844,6977427.506,7222545.167,7467662.829,7712780.49,7957898.152,8176710.848,8421043.975,8665377.102,8909710.229,8924764.984,8829059.609,9058577.599,9288095.589,9517613.579,9724556.396,9953535.044,10118082.83,10345402.22,,0.036865141,0.836685039,6.37398E-09
GBR,Europe,United Kingdom,5/7/2020,2150741.56,34402.57295,31991.94063,79256.41693,299.3727487,335.3302925,31681.66393,506.7697255,471.2597704,1167.492771,4.409883215,4.93958153,0.934982014,779.1159915,11.47681647,14130.84638,208.155475,,,8904.95769,131.1751996,464525.6147,53486595.21,787.8884535,6.842706377,446222.1076,6.573129175,0.035317916,30.59403917,tests performed,,GBR,Europe,United Kingdom,5/7/2020,6259012.595,6504795.497,6750578.399,6996361.302,7242144.204,7487927.106,7733710.009,7979492.911,8199384.119,8444394.845,8689405.571,8934416.297,8952780.796,8860354.216,9090685.777,9321017.337,9551348.898,9759451.882,9989252.205,10153443.67,10381556.74,,0.036850739,0.836886566,6.39162E-09
GBR,Europe,United Kingdom,5/8/2020,2156573.936,34497.50093,32081.95724,79440.45348,299.5478403,335.7367065,31767.5782,508.1680693,472.5857671,1170.203735,4.412462255,4.945568194,0.933806085,778.0481315,11.4610862,14155.14168,208.5133585,,,8914.480762,131.3154801,466008.3529,53679989.33,790.7372607,6.864547748,447682.0701,6.594635656,0.035217013,30.35725182,tests performed,,GBR,Europe,United Kingdom,5/8/2020,6275950.668,6522398.811,6768846.954,7015295.098,7261743.241,7508191.384,7754639.527,8001087.67,8222057.389,8467745.715,8713434.04,8959122.366,8980796.609,8891648.823,9122793.954,9353939.085,9585084.216,9794347.369,10024969.37,10188804.5,10417711.26,,0.036836415,0.837087003,6.40926E-09
GBR,Europe,United Kingdom,5/9/2020,2162406.312,34592.42891,32171.97385,79624.49003,299.7229319,336.1431204,31853.49246,509.5664131,473.9117639,1172.9147,4.415041296,4.951554857,0.932630155,776.9802715,11.44535593,14179.43698,208.8712421,,,8924.003833,131.4557606,467491.091,53873383.45,793.5860678,6.886389119,449142.0327,6.616142138,0.035116111,30.12046446,tests performed,,GBR,Europe,United Kingdom,5/9/2020,6292888.741,6540002.125,6787115.509,7034228.893,7281342.277,7528455.661,7775569.045,8022682.429,8244730.66,8491096.585,8737462.509,8983828.434,9008812.421,8922943.43,9154902.131,9386860.833,9618819.535,9829242.855,10060686.53,10224165.34,10453865.78,,0.036822169,0.837286359,6.42689E-09
GBR,Europe,United Kingdom,5/10/2020,2168238.688,34687.3569,32261.99047,79808.52657,299.8980235,336.5495344,31939.40673,510.9647568,475.2377606,1175.625664,4.417620336,4.957541521,0.931454226,775.9124115,11.42962566,14203.73228,209.2291256,,,8933.526904,131.5960411,468973.8292,54066777.56,796.434875,6.908230489,450601.9952,6.637648619,0.035015209,29.8836771,tests performed,,GBR,Europe,United Kingdom,5/10/2020,6309826.815,6557605.44,6805384.064,7053162.689,7300941.314,7548719.939,7796498.564,8044277.189,8267403.931,8514447.455,8761490.979,9008534.502,9036828.234,8954238.037,9187010.309,9419782.581,9652554.853,9864138.341,10096403.69,10259526.18,10490020.3,,0.036807999,0.837484643,6.44453E-09
GBR,Europe,United Kingdom,5/11/2020,2174071.065,34782.28488,32352.00708,79992.56312,300.0731151,336.9559484,32025.321,512.3631006,476.5637573,1178.336629,4.420199376,4.963528184,0.930278297,774.8445516,11.41389539,14228.02758,209.5870092,,,8943.049975,131.7363217,470456.5673,54260171.68,799.2836821,6.93007186,452061.9578,6.6591551,0.034914306,29.64688974,tests performed,,GBR,Europe,United Kingdom,5/11/2020,6326764.888,6575208.754,6823652.619,7072096.485,7320540.351,7568984.216,7817428.082,8065871.948,8290077.202,8537798.325,8785519.448,9033240.571,9064844.046,8985532.643,9219118.486,9452704.329,9686290.172,9899033.827,10132120.85,10294887.01,10526174.82,,0.036793904,0.837681862,6.46217E-09
GBR,Europe,United Kingdom,5/12/2020,2179903.441,34877.21287,32442.0237,80176.59967,300.2482067,337.3623623,32111.23526,513.7614444,477.889754,1181.047594,4.422778417,4.969514848,0.929102367,773.7766916,11.39816512,14252.32288,209.9448927,,,8952.573046,131.8766022,471939.3055,54453565.8,802.1324893,6.951913231,453521.9204,6.680661582,0.034813404,29.41010238,tests performed,,GBR,Europe,United Kingdom,5/12/2020,6343702.962,6592812.068,6841921.175,7091030.281,7340139.387,7589248.494,7838357.6,8087466.707,8312750.473,8561149.195,8809547.917,9057946.639,9092859.859,9016827.25,9251226.664,9485626.077,9720025.491,9933929.314,10167838.01,10330247.85,10562329.35,,0.036779886,0.837878026,6.4798E-09
GBR,Europe,United Kingdom,5/13/2020,2185735.817,34972.14085,32532.04031,80360.63622,300.4232984,337.7687763,32197.14953,515.1597881,479.2157507,1183.758558,4.425357457,4.975501511,0.927926438,772.7088316,11.38243486,14276.61818,210.3027763,,,8962.096117,132.0168827,473422.0437,54646959.92,804.9812965,6.973754602,454981.8829,6.702168063,0.034712502,29.17331502,tests performed,,GBR,Europe,United Kingdom,5/13/2020,6360641.035,6610415.382,6860189.73,7109964.077,7359738.424,7609512.771,7859287.119,8109061.466,8335423.744,8584500.065,8833576.386,9082652.707,9120875.671,9048121.857,9283334.841,9518547.825,9753760.809,9968824.8,10203555.17,10365608.69,10598483.87,,0.036765942,0.838073144,6.49744E-09
GBR,Europe,United Kingdom,5/14/2020,2191568.193,35067.06883,32622.05693,80544.67277,300.59839,338.1751903,32283.06379,516.5581319,480.5417474,1186.469523,4.427936497,4.981488175,0.926750508,771.6409716,11.36670459,14300.91348,210.6606598,,,8971.619189,132.1571632,474904.7818,54840354.03,807.8301036,6.995595972,456441.8455,6.723674545,0.034611599,28.93652767,tests performed,,GBR,Europe,United Kingdom,5/14/2020,6377579.108,6628018.697,6878458.285,7128897.873,7379337.461,7629777.049,7880216.637,8130656.225,8358097.014,8607850.935,8857604.855,9107358.776,9148891.484,9079416.464,9315443.018,9551469.573,9787496.128,10003720.29,10239272.33,10400969.52,10634638.39,,0.036752072,0.838267222,6.51508E-09
GBR,Europe,United Kingdom,5/15/2020,2197400.569,35161.99682,32712.07354,80728.70931,300.7734816,338.5816042,32368.97806,517.9564757,481.8677442,1189.180487,4.430515538,4.987474838,0.925574579,770.5731116,11.35097432,14325.20879,211.0185434,,,8981.14226,132.2974437,476387.52,55033748.15,810.6789108,7.017437343,457901.8081,6.745181026,0.034510697,28.69974031,tests performed,,GBR,Europe,United Kingdom,5/15/2020,6394517.182,6645622.011,6896726.84,7147831.669,7398936.498,7650041.326,7901146.155,8152250.984,8380770.285,8631201.805,8881633.324,9132064.844,9176907.296,9110711.071,9347551.196,9584391.321,9821231.446,10038615.77,10274989.49,10436330.36,10670792.91,,0.036738276,0.838460271,6.53271E-09
GBR,Europe,United Kingdom,5/16/2020,2203232.946,35256.9248,32802.09015,80912.74586,300.9485732,338.9880182,32454.89233,519.3548195,483.1937409,1191.891452,4.433094578,4.993461502,0.92439865,769.5052516,11.33524405,14349.50409,211.3764269,,,8990.665331,132.4377242,477870.2581,55227142.27,813.5277179,7.039278714,459361.7706,6.766687507,0.034409795,28.46295295,tests performed,,GBR,Europe,United Kingdom,5/16/2020,6411455.255,6663225.325,6914995.395,7166765.464,7418535.534,7670305.604,7922075.674,8173845.744,8403443.556,8654552.675,8905661.793,9156770.912,9204923.109,9142005.678,9379659.373,9617313.069,9854966.765,10073511.26,10310706.65,10471691.19,10706947.43,,0.036724553,0.838652297,6.55035E-09
GBR,Europe,United Kingdom,5/17/2020,2209065.322,35351.85278,32892.10677,81096.78241,301.1236648,339.3944322,32540.80659,520.7531632,484.5197376,1194.602417,4.435673618,4.999448165,0.92322272,768.4373917,11.31951378,14373.79939,211.7343105,,,9000.188402,132.5780047,479352.9963,55420536.39,816.3765251,7.061120084,460821.7332,6.788193989,0.034308892,28.22616559,tests performed,,GBR,Europe,United Kingdom,5/17/2020,6428393.329,6680828.639,6933263.95,7185699.26,7438134.571,7690569.882,7943005.192,8195440.503,8426116.827,8677903.545,8929690.263,9181476.981,9232938.921,9173300.284,9411767.551,9650234.817,9888702.083,10108406.75,10346423.82,10507052.03,10743101.95,,0.036710903,0.83884331,6.56799E-09
GBR,Europe,United Kingdom,5/18/2020,2214897.698,35446.78077,32982.12338,81280.81896,301.2987564,339.8008461,32626.72086,522.151507,485.8457343,1197.313381,4.438252659,5.005434829,0.922046791,767.3695317,11.30378351,14398.09469,212.092194,,,9009.711473,132.7182852,480835.7344,55613930.5,819.2253323,7.082961455,462281.6957,6.80970047,0.03420799,27.98937823,tests performed,,GBR,Europe,United Kingdom,5/18/2020,6445331.402,6698431.953,6951532.505,7204633.056,7457733.608,7710834.159,7963934.71,8217035.262,8448790.098,8701254.415,8953718.732,9206183.049,9260954.734,9204594.891,9443875.728,9683156.565,9922437.402,10143302.23,10382140.98,10542412.87,10779256.47,,0.036697324,0.839033316,6.58562E-09
GBR,Europe,United Kingdom,5/19/2020,2220730.074,35541.70875,33072.14,81464.85551,301.473848,340.2072601,32712.63513,523.5498508,487.171731,1200.024346,4.440831699,5.011421493,0.920870861,766.3016717,11.28805324,14422.38999,212.4500776,,,9019.234545,132.8585658,482318.4726,55807324.62,822.0741394,7.104802826,463741.6583,6.831206952,0.034107088,27.75259087,tests performed,,GBR,Europe,United Kingdom,5/19/2020,6462269.475,6716035.268,6969801.06,7223566.852,7477332.644,7731098.437,7984864.229,8238630.021,8471463.368,8724605.285,8977747.201,9230889.117,9288970.547,9235889.498,9475983.906,9716078.313,9956172.72,10178197.72,10417858.14,10577773.7,10815411,,0.036683817,0.839222325,6.60326E-09
GBR,Europe,United Kingdom,5/20/2020,2226562.451,35636.63673,33162.15661,81648.89205,301.6489397,340.6136741,32798.54939,524.9481945,488.4977277,1202.73531,4.44341074,5.017408156,0.919694932,765.2338117,11.27232297,14446.68529,212.8079611,,,9028.757616,132.9988463,483801.2107,56000718.74,824.9229466,7.126644197,465201.6209,6.852713433,0.034006185,27.51580352,tests performed,,GBR,Europe,United Kingdom,5/20/2020,6479207.549,6733638.582,6988069.615,7242500.648,7496931.681,7751362.714,8005793.747,8260224.78,8494136.639,8747956.155,9001775.67,9255595.185,9316986.359,9267184.105,9508092.083,9749000.061,9989908.039,10213093.2,10453575.3,10613134.54,10851565.52,,0.03667038,0.839410343,6.6209E-09
GBR,Europe,United Kingdom,5/21/2020,2232394.827,35731.56472,33252.17322,81832.9286,301.8240313,341.020088,32884.46366,526.3465383,489.8237245,1205.446275,4.44598978,5.02339482,0.918519003,764.1659517,11.2565927,14470.98059,213.1658447,,,9038.280687,133.1391268,485283.9489,56194112.86,827.7717537,7.148485567,466661.5834,6.874219914,0.033905283,27.27901616,tests performed,,GBR,Europe,United Kingdom,5/21/2020,6496145.622,6751241.896,7006338.17,7261434.444,7516530.718,7771626.992,8026723.265,8281819.539,8516809.91,8771307.025,9025804.139,9280301.254,9345002.172,9298478.712,9540200.26,9781921.809,10023643.36,10247988.69,10489292.46,10648495.37,10887720.04,,0.036657014,0.839597379,6.63853E-09
GBR,Europe,United Kingdom,5/22/2020,2238227.203,35826.4927,33342.18984,82016.96515,301.9991229,341.426502,32970.37792,527.7448821,491.1497212,1208.15724,4.44856882,5.029381483,0.917343073,763.0980917,11.24086243,14495.27589,213.5237282,,,9047.803758,133.2794073,486766.687,56387506.97,830.6205609,7.170326938,468121.546,6.895726396,0.033804381,27.0422288,tests performed,,GBR,Europe,United Kingdom,5/22/2020,6513083.696,6768845.21,7024606.725,7280368.24,7536129.754,7791891.269,8047652.784,8303414.299,8539483.181,8794657.895,9049832.608,9305007.322,9373017.984,9329773.319,9572308.438,9814843.557,10057378.68,10282884.18,10525009.62,10683856.21,10923874.56,,0.036643717,0.83978344,6.65617E-09
GBR,Europe,United Kingdom,5/23/2020,2244059.579,35921.42068,33432.20645,82201.0017,302.1742145,341.832916,33056.29219,529.1432259,492.4757179,1210.868204,4.451147861,5.035368147,0.916167144,762.0302318,11.22513216,14519.57119,213.8816118,,,9057.326829,133.4196878,488249.4252,56580901.09,833.4693681,7.192168309,469581.5086,6.917232877,0.033703478,26.80544144,tests performed,,GBR,Europe,United Kingdom,5/23/2020,6530021.769,6786448.524,7042875.28,7299302.036,7555728.791,7812155.547,8068582.302,8325009.058,8562156.452,8818008.765,9073861.077,9329713.39,9401033.797,9361067.926,9604416.615,9847765.305,10091113.99,10317779.66,10560726.78,10719217.05,10960029.08,,0.03663049,0.839968534,6.67381E-09
GBR,Europe,United Kingdom,5/24/2020,2249891.955,36016.34867,33522.22307,82385.03825,302.3493061,342.2393299,33142.20646,530.5415696,493.8017146,1213.579169,4.453726901,5.04135481,0.914991214,760.9623718,11.20940189,14543.86649,214.2394953,,,9066.8499,133.5599683,489732.1633,56774295.21,836.3181752,7.214009679,471041.4711,6.938739359,0.033602576,26.56865408,tests performed,,GBR,Europe,United Kingdom,5/24/2020,6546959.842,6804051.839,7061143.835,7318235.831,7575327.828,7832419.824,8089511.821,8346603.817,8584829.722,8841359.635,9097889.547,9354419.459,9429049.609,9392362.532,9636524.793,9880687.053,10124849.31,10352675.15,10596443.94,10754577.88,10996183.6,,0.036617331,0.840152668,6.69144E-09
GBR,Europe,United Kingdom,5/25/2020,2255724.332,36111.27665,33612.23968,82569.07479,302.5243977,342.6457439,33228.12072,531.9399134,495.1277113,1216.290134,4.456305941,5.047341474,0.913815285,759.8945118,11.19367162,14568.16179,214.5973789,,,9076.372972,133.7002488,491214.9015,56967689.33,839.1669824,7.23585105,472501.4337,6.96024584,0.033501674,26.33186673,tests performed,,GBR,Europe,United Kingdom,5/25/2020,6563897.916,6821655.153,7079412.39,7337169.627,7594926.864,7852684.102,8110441.339,8368198.576,8607502.993,8864710.504,9121918.016,9379125.527,9457065.422,9423657.139,9668632.97,9913608.801,10158584.63,10387570.64,10632161.1,10789938.72,11032338.13,,0.03660424,0.84033585,6.70908E-09
